,input,output,reaction_type,reactants,reagents,products,any_correct,all_correct,not_common,missed
5121,Nc1nccn2c(C3CCNCC3)nc(-c3cc4ccccc4[nH]3)c12,Nc1nccn2c(C3CCN(C(=O)OCc4ccccc4)CC3)nc(-c3cc4ccccc4[nH]3)c12,6,"['Nc1nccn2c(C3CCNCC3)ncc12', 'Brc1cc2ccccc2[nH]1']",[],['Nc1nccn2c(C3CCNCC3)nc(-c3cc4ccccc4[nH]3)c12'],0.0,0.0,"['Nc1nccn2c(C3CCNCC3)ncc12', 'Brc1cc2ccccc2[nH]1']",['Nc1nccn2c(C3CCN(C(=O)OCc4ccccc4)CC3)nc(-c3cc4ccccc4[nH]3)c12']
5146,CC(C)(C)OC(=O)N1CCC(=O)N(CCCC=O)CC1,COC(CCCN1CCN(C(=O)OC(C)(C)C)CCC1=O)OC,6,"['O=CCCCBr', 'CC(C)(C)OC(=O)N1CCNC(=O)CC1']",[],['CC(C)(C)OC(=O)N1CCC(=O)N(CCCC=O)CC1'],0.0,0.0,"['O=CCCCBr', 'CC(C)(C)OC(=O)N1CCNC(=O)CC1']",['COC(CCCN1CCN(C(=O)OC(C)(C)C)CCC1=O)OC']
5151,COc1ccccc1C(F)(F)COc1ccc(CCN)cc1,COc1ccccc1C(F)(F)COc1ccc(CC#N)cc1,7,"['NCCc1ccc(O)cc1', 'COc1ccccc1C(F)(F)CCl']",[],['COc1ccccc1C(F)(F)COc1ccc(CCN)cc1'],0.0,0.0,"['NCCc1ccc(O)cc1', 'COc1ccccc1C(F)(F)CCl']",['COc1ccccc1C(F)(F)COc1ccc(CC#N)cc1']
5152,CC(C)(C)NC(=O)c1[nH]c2ccc(Br)cc2c1CC(=O)O,COC(=O)Cc1c(C(=O)NC(C)(C)C)[nH]c2ccc(Br)cc12,6,"['O=C1CCC(=O)N1Br', 'CC(C)(C)NC(=O)c1[nH]c2ccccc2c1CC(=O)O']",[],['CC(C)(C)NC(=O)c1[nH]c2ccc(Br)cc2c1CC(=O)O'],0.0,0.0,"['O=C1CCC(=O)N1Br', 'CC(C)(C)NC(=O)c1[nH]c2ccccc2c1CC(=O)O']",['COC(=O)Cc1c(C(=O)NC(C)(C)C)[nH]c2ccc(Br)cc12']
5213,COc1ccc(NC(=S)Nc2cccc3cc(Oc4ccnc5cc(OC)c(OC)cc45)ccc23)cc1,COc1cc2nccc(Oc3ccc4c(N=C=S)cccc4c3)c2cc1OC.COc1ccc(N)cc1,2,"['COc1ccc(N=C=S)cc1', 'COc1cc2nccc(Oc3ccc4c(N)cccc4c3)c2cc1OC']",[],['COc1ccc(NC(=S)Nc2cccc3cc(Oc4ccnc5cc(OC)c(OC)cc45)ccc23)cc1'],0.0,0.0,"['COc1ccc(N=C=S)cc1', 'COc1cc2nccc(Oc3ccc4c(N)cccc4c3)c2cc1OC']","['COc1cc2nccc(Oc3ccc4c(N=C=S)cccc4c3)c2cc1OC', 'COc1ccc(N)cc1']"
5229,CC1(O)CCOc2c(F)cc(F)cc21,C[Mg+].O=C1CCOc2c(F)cc(F)cc21,3,['CC(=O)CCOc1c(F)cc(F)cc1Br'],[],['CC1(O)CCOc2c(F)cc(F)cc21'],0.0,0.0,['CC(=O)CCOc1c(F)cc(F)cc1Br'],"['C[Mg+]', 'O=C1CCOc2c(F)cc(F)cc21']"
5277,Cc1ccc(Sc2ccc(CN)cc2)cc1Cl,Cc1ccc(Sc2ccc(C#N)cc2)cc1Cl,7,"['Cc1ccc(S)cc1Cl', 'NCc1ccc(I)cc1']",[],['Cc1ccc(Sc2ccc(CN)cc2)cc1Cl'],0.0,0.0,"['Cc1ccc(S)cc1Cl', 'NCc1ccc(I)cc1']",['Cc1ccc(Sc2ccc(C#N)cc2)cc1Cl']
5309,Cc1ncc(Cl)cc1CN,Cc1ncc(Cl)cc1CN1C(=O)c2ccccc2C1=O,6,['Cc1ncc(Cl)cc1C#N'],[],['Cc1ncc(Cl)cc1CN'],0.0,0.0,['Cc1ncc(Cl)cc1C#N'],['Cc1ncc(Cl)cc1CN1C(=O)c2ccccc2C1=O']
5336,CCN1CCC(OC(=O)[C@](O)(c2ccc(Cl)cc2)[C@@H]2CCC(F)(F)C2)CC1,CC=O.O=C(OC1CCNCC1)[C@](O)(c1ccc(Cl)cc1)[C@@H]1CCC(F)(F)C1,1,['CCN1CCC(O)CC1'],[],['CCN1CCC(OC(=O)[C@](O)(c2ccc(Cl)cc2)[C@@H]2CCC(F)(F)C2)CC1'],0.0,0.0,['CCN1CCC(O)CC1'],"['CC=O', 'O=C(OC1CCNCC1)[C@](O)(c1ccc(Cl)cc1)[C@@H]1CCC(F)(F)C1']"
5395,COc1cccc2c1NC(CNC(C)=O)CO2,CC(=O)OC(C)=O.COc1cccc2c1NC(CN)CO2,2,"['COc1cccc(N)c1', 'OCC1OC(CNC(C)=O)=N1']",[],['COc1cccc2c1NC(CNC(C)=O)CO2'],0.0,0.0,"['COc1cccc(N)c1', 'CC(=O)NCC1=NC(CO)O1']","['CC(=O)OC(C)=O', 'COc1cccc2c1NC(CN)CO2']"
5440,O=C(O)Cc1ccc(-c2onc(-c3ccccc3)c2C(=O)NCCOc2ccc(Cl)cc2Cl)c(Cl)c1,COC(=O)Cc1ccc(-c2onc(-c3ccccc3)c2C(=O)NCCOc2ccc(Cl)cc2Cl)c(Cl)c1,6,['CCOC(=O)Cc1ccc(-c2onc(-c3ccccc3)c2C(=O)NCCOc2ccc(Cl)cc2Cl)c(Cl)c1'],[],['O=C(O)Cc1ccc(-c2onc(-c3ccccc3)c2C(=O)NCCOc2ccc(Cl)cc2Cl)c(Cl)c1'],0.0,0.0,['CCOC(=O)Cc1ccc(-c2onc(-c3ccccc3)c2C(=O)NCCOc2ccc(Cl)cc2Cl)c(Cl)c1'],['COC(=O)Cc1ccc(-c2onc(-c3ccccc3)c2C(=O)NCCOc2ccc(Cl)cc2Cl)c(Cl)c1']
5453,CCN(C)CCCOc1ccc(C2(CN3CCOCC3)CCOCC2)cc1,BrCCOCCBr.CCN(C)CCCOc1ccc(C2(CN)CCOCC2)cc1,4,"['CCN(C)CCCCl', 'Oc1ccc(C2(CN3CCOCC3)CCOCC2)cc1']",[],['CCN(C)CCCOc1ccc(C2(CN3CCOCC3)CCOCC2)cc1'],0.0,0.0,"['CCN(C)CCCCl', 'Oc1ccc(C2(CN3CCOCC3)CCOCC2)cc1']","['BrCCOCCBr', 'CCN(C)CCCOc1ccc(C2(CN)CCOCC2)cc1']"
5467,CC(C)(C)OC(=O)NC1CCCN(C(=O)OCc2ccccc2)C1CC(=O)O,CCOC(=O)CC1C(NC(=O)OC(C)(C)C)CCCN1C(=O)OCc1ccccc1,6,['CC(C)(C)OC(=O)NC1CCCN(C(=O)OCc2ccccc2)C1'],['CO'],['CC(C)(C)OC(=O)NC1CCCN(C(=O)OCc2ccccc2)C1CC(=O)O'],0.0,0.0,"['CC(C)(C)OC(=O)NC1CCCN(C(=O)OCc2ccccc2)C1', 'CO']",['CCOC(=O)CC1C(NC(=O)OC(C)(C)C)CCCN1C(=O)OCc1ccccc1']
5594,Cc1c(Cc2ccccc2)nnc(N2CCC(C)(C(=O)O)CC2)c1C,CCOC(=O)C1(C)CCN(c2nnc(Cc3ccccc3)c(C)c2C)CC1,6,"['CC1(C(=O)O)CCNCC1', 'Cc1c(Cl)nnc(Cc2ccccc2)c1C']",[],['Cc1c(Cc2ccccc2)nnc(N2CCC(C)(C(=O)O)CC2)c1C'],0.0,0.0,"['CC1(C(=O)O)CCNCC1', 'Cc1c(Cl)nnc(Cc2ccccc2)c1C']",['CCOC(=O)C1(C)CCN(c2nnc(Cc3ccccc3)c(C)c2C)CC1']
5641,COc1ccc(OC)c(CCc2ccc3ncn(C)c(=O)c3c2)c1,CI.COc1ccc(OC)c(CCc2ccc3nc[nH]c(=O)c3c2)c1,1,"['Cc1ccc2ncn(C)c(=O)c2c1', 'COc1ccc(OC)c(CBr)c1']",[],['COc1ccc(OC)c(CCc2ccc3ncn(C)c(=O)c3c2)c1'],0.0,0.0,"['Cc1ccc2ncn(C)c(=O)c2c1', 'COc1ccc(OC)c(CBr)c1']","['CI', 'COc1ccc(OC)c(CCc2ccc3nc[nH]c(=O)c3c2)c1']"
5651,CSCc1cccc(N2CCN(c3cc4nc5c(cc4cc3F)c(=O)c(C(=O)O)cn5C)CC2)c1,CSCc1cccc(N2CCNCC2)c1.Cn1cc(C(=O)O)c(=O)c2cc3cc(F)c(F)cc3nc21,1,"['CSCc1cccc(N)c1', 'Fc1cc2c(cc1)c(cn2C)C(=O)c1cnc(Cl)nc1C(=O)O']",[],['CSCc1cccc(N2CCN(c3cc4nc5c(cc4cc3F)c(=O)c(C(=O)O)cn5C)CC2)c1'],0.0,0.0,"['CSCc1cccc(N)c1', 'Cn1cc(C(=O)c2cnc(Cl)nc2C(=O)O)c2ccc(F)cc21']","['CSCc1cccc(N2CCNCC2)c1', 'Cn1cc(C(=O)O)c(=O)c2cc3cc(F)c(F)cc3nc21']"
5682,CN1C(=S)CSc2cc(N3CC(C(N)=O)OC3=O)ccc21,COC(=O)[C@H]1CN(c2ccc3c(c2)SCC(=S)N3C)C(=O)O1.N,9,"['CN1C(=S)CSc2cc(N)ccc21', 'O=C1NC(C(=O)Cl)CO1']",[],['CN1C(=S)CSc2cc(N3CC(C(N)=O)OC3=O)ccc21'],0.0,0.0,"['CN1C(=S)CSc2cc(N)ccc21', 'O=C1NC(C(=O)Cl)CO1']","['COC(=O)[C@H]1CN(c2ccc3c(c2)SCC(=S)N3C)C(=O)O1', 'N']"
5696,NC(=O)[C@H]1CN(c2cc(F)c(N3C=CS(=O)(=O)CC3)c(F)c2)C(=O)O1,COC(=O)[C@H]1CN(c2cc(F)c(N3C=CS(=O)(=O)CC3)c(F)c2)C(=O)O1.N,9,"['NC(=O)[C@H]1CN(c2cc(F)c(N)c(F)c2)C(=O)O1', 'O=S(=O)(Cl)CC1=NCCS1']",[],['NC(=O)[C@H]1CN(c2cc(F)c(N3C=CS(=O)(=O)CC3)c(F)c2)C(=O)O1'],0.0,0.0,"['NC(=O)[C@H]1CN(c2cc(F)c(N)c(F)c2)C(=O)O1', 'O=S(=O)(Cl)CC1=NCCS1']","['COC(=O)[C@H]1CN(c2cc(F)c(N3C=CS(=O)(=O)CC3)c(F)c2)C(=O)O1', 'N']"
5712,CN(C)c1ccc(C(=O)c2ccc(O)cc2)cc1,COc1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,6,"['Oc1ccccc1', 'CN(C)c1ccc(C(=O)O)cc1']",[],['CN(C)c1ccc(C(=O)c2ccc(O)cc2)cc1'],0.0,0.0,"['Oc1ccccc1', 'CN(C)c1ccc(C(=O)O)cc1']",['COc1ccc(C(=O)c2ccc(N(C)C)cc2)cc1']
5814,CC(C)(C=O)c1ccc2c(c1)CCNC2=O,COc1ccc(CN2CCc3cc(C(C)(C)C=O)ccc3C2=O)cc1,6,"['CC(C)(CBr)c1ccc2c(c1)CCNC2=O', 'O=CO']",[],['CC(C)(C=O)c1ccc2c(c1)CCNC2=O'],0.0,0.0,"['CC(C)(CBr)c1ccc2c(c1)CCNC2=O', 'O=CO']",['COc1ccc(CN2CCc3cc(C(C)(C)C=O)ccc3C2=O)cc1']
5894,CN1CCN(CCCNc2ncc3cc(C(=O)Nc4cc(C(=O)NC(CCN)c5ccccc5)ccc4Cl)c(=O)[nH]c3n2)CC1,CN1CCN(CCCNc2ncc3cc(C(=O)Nc4cc(C(=O)NC(CCNC(=O)OC(C)(C)C)c5ccccc5)ccc4Cl)c(=O)[nH]c3n2)CC1,6,"['CN1CCN(CCCNc2ncc3cc(C(=O)O)c(=O)[nH]c3n2)CC1', 'NCC(NC(=O)Nc1cc(C(=O)Cl)ccc1Cl)c1ccccc1']",[],['CN1CCN(CCCNc2ncc3cc(C(=O)Nc4cc(C(=O)NC(CCN)c5ccccc5)ccc4Cl)c(=O)[nH]c3n2)CC1'],0.0,0.0,"['CN1CCN(CCCNc2ncc3cc(C(=O)O)c(=O)[nH]c3n2)CC1', 'NCC(NC(=O)Nc1cc(C(=O)Cl)ccc1Cl)c1ccccc1']",['CN1CCN(CCCNc2ncc3cc(C(=O)Nc4cc(C(=O)NC(CCNC(=O)OC(C)(C)C)c5ccccc5)ccc4Cl)c(=O)[nH]c3n2)CC1']
5960,N#Cc1ccccc1Oc1ccc(N(Cc2cccnc2)S(=O)(=O)CC(F)(F)F)cc1,N#Cc1ccccc1Oc1ccc(NCc2cccnc2)cc1.O=S(=O)(Cl)CC(F)(F)F,2,"['N#Cc1ccccc1Br', 'O=S(=O)(CC(F)(F)F)N(Cc1cccnc1)c1ccc(O)cc1']",[],['N#Cc1ccccc1Oc1ccc(N(Cc2cccnc2)S(=O)(=O)CC(F)(F)F)cc1'],0.0,0.0,"['N#Cc1ccccc1Br', 'O=S(=O)(CC(F)(F)F)N(Cc1cccnc1)c1ccc(O)cc1']","['N#Cc1ccccc1Oc1ccc(NCc2cccnc2)cc1', 'O=S(=O)(Cl)CC(F)(F)F']"
5993,CC(C)Oc1ccc(C#Cc2ccccc2)cc1C(=O)NC(C)(CO)Cc1c[nH]c2ccccc12,COC(=O)C(C)(Cc1c[nH]c2ccccc12)NC(=O)c1cc(C#Cc2ccccc2)ccc1OC(C)C,7,"['CC(C)Oc1ccc(C#Cc2ccccc2)cc1C(=O)O', 'NC(C)(CO)Cc1c[nH]c2ccccc12']",[],['CC(C)Oc1ccc(C#Cc2ccccc2)cc1C(=O)NC(C)(CO)Cc1c[nH]c2ccccc12'],0.0,0.0,"['CC(C)Oc1ccc(C#Cc2ccccc2)cc1C(=O)O', 'CC(N)(CO)Cc1c[nH]c2ccccc12']",['COC(=O)C(C)(Cc1c[nH]c2ccccc12)NC(=O)c1cc(C#Cc2ccccc2)ccc1OC(C)C']
6014,COc1cc(C#N)ccc1Cc1cn(C)c2ccc([N+](=O)[O-])cc12,CI.COc1cc(C#N)ccc1Cc1c[nH]c2ccc([N+](=O)[O-])cc12,1,"['Cn1ccc2cc([N+](=O)[O-])ccc21', 'COc1cc(C#N)ccc1CBr']",[],['COc1cc(C#N)ccc1Cc1cn(C)c2ccc([N+](=O)[O-])cc12'],0.0,0.0,"['Cn1ccc2cc([N+](=O)[O-])ccc21', 'COc1cc(C#N)ccc1CBr']","['CI', 'COc1cc(C#N)ccc1Cc1c[nH]c2ccc([N+](=O)[O-])cc12']"
6021,CCOC(=O)c1cc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)ccc1NC(C)=O,CC(=O)Cl.CCOC(=O)c1cc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)ccc1N,2,"['CCOC(=O)c1cc(Br)ccc1NC(C)=O', 'OB(O)C1=C(c2cc(Cl)ccc2OCc2ccccc2)CCC1']",[],['CCOC(=O)c1cc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)ccc1NC(C)=O'],0.0,0.0,"['CCOC(=O)c1cc(Br)ccc1NC(C)=O', 'OB(O)C1=C(c2cc(Cl)ccc2OCc2ccccc2)CCC1']","['CC(=O)Cl', 'CCOC(=O)c1cc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)ccc1N']"
6094,CCC(=O)Nc1nc2ccc(Oc3cc(N)c(F)cc3Cl)nc2s1,CCC(=O)Nc1nc2ccc(Oc3cc(NC(=O)OC(C)(C)C)c(F)cc3Cl)nc2s1,6,"['Nc1cc(O)c(Cl)cc1F', 'CCC(=O)Nc1nc2ccc(Cl)nc2s1']",[],['CCC(=O)Nc1nc2ccc(Oc3cc(N)c(F)cc3Cl)nc2s1'],0.0,0.0,"['Nc1cc(O)c(Cl)cc1F', 'CCC(=O)Nc1nc2ccc(Cl)nc2s1']",['CCC(=O)Nc1nc2ccc(Oc3cc(NC(=O)OC(C)(C)C)c(F)cc3Cl)nc2s1']
6098,Nc1c[nH]c2ncc(Br)c(F)c12,O=[N+]([O-])c1c[nH]c2ncc(Br)c(F)c12,7,['CC(C)(C)OC(=O)Nc1c[nH]c2ncc(Br)c(F)c12'],[],['Nc1c[nH]c2ncc(Br)c(F)c12'],0.0,0.0,['CC(C)(C)OC(=O)Nc1c[nH]c2ncc(Br)c(F)c12'],['O=[N+]([O-])c1c[nH]c2ncc(Br)c(F)c12']
6121,Cc1nc(Cl)ccc1C#CC(C)(C)O,C#Cc1ccc(Cl)nc1C.COC(C)(C)C,3,"['C#CC(C)(C)O', 'Cc1nc(Cl)ccc1Br']",[],['Cc1nc(Cl)ccc1C#CC(C)(C)O'],0.0,0.0,"['C#CC(C)(C)O', 'Cc1nc(Cl)ccc1Br']","['C#Cc1ccc(Cl)nc1C', 'COC(C)(C)C']"
6126,NC(=O)C12C=CC(C1)C1C(=O)N(Cc3ccccc3)C(=O)C12,CCN(CC)CC.O=C1C2C3C=CC(C(=O)O)(C3)C2C(=O)N1Cc1ccccc1,9,"['NC(=O)C12C=CC(C1)C1C(=O)NC(=O)C12', 'NCc1ccccc1']",[],['NC(=O)C12C=CC(C1)C1C(=O)N(Cc3ccccc3)C(=O)C12'],0.0,0.0,"['NC(=O)C12C=CC(C1)C1C(=O)NC(=O)C12', 'NCc1ccccc1']","['CCN(CC)CC', 'O=C1C2C3C=CC(C(=O)O)(C3)C2C(=O)N1Cc1ccccc1']"
6157,CNC(=O)CCn1c2c(c3cc(C)ccc31)CN(C)CC2,CCOC(=O)CCn1c2c(c3cc(C)ccc31)CN(C)CC2.CN,2,"['CNC(=O)CCCl', 'Cc1ccc2[nH]c3c(c2c1)CN(C)CC3']",[],['CNC(=O)CCn1c2c(c3cc(C)ccc31)CN(C)CC2'],0.0,0.0,"['CNC(=O)CCCl', 'Cc1ccc2[nH]c3c(c2c1)CN(C)CC3']","['CCOC(=O)CCn1c2c(c3cc(C)ccc31)CN(C)CC2', 'CN']"
6195,CC(C)N1CC2(CCN(c3ccc(OCCCN4CCC[C@H]4C)cc3)CC2)OCC1=O,CC(C)N1CC2(CCN(c3ccc(O)cc3)CC2)OCC1=O.C[C@@H]1CCCN1CCCBr,1,"['CC(C)N1CC2(CCNCC2)OCC1=O', 'C[C@@H]1CCCN1CCCOc1ccc(Br)cc1']",[],['CC(C)N1CC2(CCN(c3ccc(OCCCN4CCC[C@H]4C)cc3)CC2)OCC1=O'],0.0,0.0,"['CC(C)N1CC2(CCNCC2)OCC1=O', 'C[C@@H]1CCCN1CCCOc1ccc(Br)cc1']","['CC(C)N1CC2(CCN(c3ccc(O)cc3)CC2)OCC1=O', 'C[C@@H]1CCCN1CCCBr']"
6297,c1ccc(OCCN2CCC3(C2)NCCc2c3[nH]c3ccc(-c4nnn[nH]4)cc23)cc1,C[Si](C)(C)N=[N+]=[N-].N#Cc1ccc2[nH]c3c(c2c1)CCNC31CCN(CCOc2ccccc2)C1,4,"['NCCOc1ccccc1', 'c1ccc2c3c([nH]c2c1)C1CCC(CC1)N3Cc1nnn[nH]1']",[],['c1ccc(OCCN2CCC3(C2)NCCc2c3[nH]c3ccc(-c4nnn[nH]4)cc23)cc1'],0.0,0.0,"['NCCOc1ccccc1', 'c1ccc2c3c([nH]c2c1)C1CCC(CC1)N3Cc1nnn[nH]1']","['C[Si](C)(C)N=[N+]=[N-]', 'N#Cc1ccc2[nH]c3c(c2c1)CCNC31CCN(CCOc2ccccc2)C1']"
6310,COc1ccc(C(Nc2nc3c(ncn3[C@@H]3C[C@H](CO)[C@H]3COC(c3ccccc3)(c3ccc(OC)cc3)c3ccc(OC)cc3)c(=O)[nH]2)(c2ccccc2)c2ccc(OC)cc2)cc1,COc1ccc(C(Nc2nc3c(ncn3[C@@H]3C[C@H](COC(C)=O)[C@H]3COC(c3ccccc3)(c3ccc(OC)cc3)c3ccc(OC)cc3)c(=O)[nH]2)(c2ccccc2)c2ccc(OC)cc2)cc1,6,"['COc1ccc(C(N)c2ccccc2)cc1', 'Nc1nc2c(ncn2[C@@H]2C[C@H](CO)[C@H]2COC(c2ccccc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)c(=O)[nH]1']",[],['COc1ccc(C(Nc2nc3c(ncn3[C@@H]3C[C@H](CO)[C@H]3COC(c3ccccc3)(c3ccc(OC)cc3)c3ccc(OC)cc3)c(=O)[nH]2)(c2ccccc2)c2ccc(OC)cc2)cc1'],0.0,0.0,"['COc1ccc(C(N)c2ccccc2)cc1', 'COc1ccc(C(OC[C@@H]2[C@@H](CO)C[C@H]2n2cnc3c(=O)[nH]c(N)nc32)(c2ccccc2)c2ccc(OC)cc2)cc1']",['COc1ccc(C(Nc2nc3c(ncn3[C@@H]3C[C@H](COC(C)=O)[C@H]3COC(c3ccccc3)(c3ccc(OC)cc3)c3ccc(OC)cc3)c(=O)[nH]2)(c2ccccc2)c2ccc(OC)cc2)cc1']
6333,N#CCc1csc2ccc(F)cc12,Fc1ccc2scc(CBr)c2c1.[C-]#N,9,"['O=Cc1csc2ccc(F)cc12', '[C-]#[N+]CS(=O)(=O)c1ccc(C)cc1']",[],['N#CCc1csc2ccc(F)cc12'],0.0,0.0,"['O=Cc1csc2ccc(F)cc12', '[C-]#[N+]CS(=O)(=O)c1ccc(C)cc1']","['Fc1ccc2scc(CBr)c2c1', '[C-]#N']"
6383,NC1=NS(=O)(=O)Nc2cccc(OC[C@H]3CCCCN3C(=O)c3ccnnc3)c21,NC1=NS(=O)(=O)Nc2cccc(OC[C@H]3CCCC[NH2+]3)c21.O=C(O)c1ccnnc1,2,"['NC1=NS(=O)(=O)Nc2cccc(O)c21', 'O=C(c1ccnnc1)N1CCCCC1CCl']",[],['NC1=NS(=O)(=O)Nc2cccc(OC[C@H]3CCCCN3C(=O)c3ccnnc3)c21'],0.0,0.0,"['NC1=NS(=O)(=O)Nc2cccc(O)c21', 'O=C(c1ccnnc1)N1CCCCC1CCl']","['NC1=NS(=O)(=O)Nc2cccc(OC[C@H]3CCCC[NH2+]3)c21', 'O=C(O)c1ccnnc1']"
6392,CCCC(C)COc1ccc([C@H](CN=[N+]=[N-])NC(=O)[C@@H](C)c2ccccc2)cc1,CCCC(C)COc1ccc([C@@H](N)CN=[N+]=[N-])cc1.C[C@H](C(=O)O)c1ccccc1,2,"['CCCC(C)COc1ccc(C=O)cc1', 'CC(N)C(=O)N[C@@H](C)c1ccccc1']",[],['CCCC(C)COc1ccc([C@H](CN=[N+]=[N-])NC(=O)[C@@H](C)c2ccccc2)cc1'],0.0,0.0,"['CCCC(C)COc1ccc(C=O)cc1', 'CC(N)C(=O)N[C@@H](C)c1ccccc1']","['CCCC(C)COc1ccc([C@@H](N)CN=[N+]=[N-])cc1', 'C[C@H](C(=O)O)c1ccccc1']"
6419,COC(=O)C1(N(C)C=O)CCN(C(=O)OC(C)(C)C)C1,CI.COC(=O)C1(NC=O)CCN(C(=O)OC(C)(C)C)C1,1,"['CCOC=O', 'CNC1(C(=O)OC)CCN(C(=O)OC(C)(C)C)C1']",[],['COC(=O)C1(N(C)C=O)CCN(C(=O)OC(C)(C)C)C1'],0.0,0.0,"['CCOC=O', 'CNC1(C(=O)OC)CCN(C(=O)OC(C)(C)C)C1']","['CI', 'COC(=O)C1(NC=O)CCN(C(=O)OC(C)(C)C)C1']"
6459,CC(C)(C)OC(=O)c1ccc(N2CCN(c3ccc(C(=O)Nc4cccc(C(C)(C)C)c4)cn3)CC2)cc1,CC(C)(C)OC(=O)c1ccc(Br)cc1.CC(C)(C)c1cccc(NC(=O)c2ccc(N3CCNCC3)nc2)c1,1,"['CC(C)(C)OC(=O)c1ccc(N2CCNCC2)cc1', 'CC(C)(C)c1cccc(NC(=O)c2ccc(Cl)nc2)c1']",[],['CC(C)(C)OC(=O)c1ccc(N2CCN(c3ccc(C(=O)Nc4cccc(C(C)(C)C)c4)cn3)CC2)cc1'],0.0,0.0,"['CC(C)(C)OC(=O)c1ccc(N2CCNCC2)cc1', 'CC(C)(C)c1cccc(NC(=O)c2ccc(Cl)nc2)c1']","['CC(C)(C)OC(=O)c1ccc(Br)cc1', 'CC(C)(C)c1cccc(NC(=O)c2ccc(N3CCNCC3)nc2)c1']"
6480,NC(=O)c1cnn(-c2ccc(F)cc2)c1-c1ccncc1,COC(=O)c1cnn(-c2ccc(F)cc2)c1-c1ccncc1.N,9,"['NC(N)=O', 'O=C(O)c1cnn(-c2ccc(F)cc2)c1-c1ccncc1']",[],['NC(=O)c1cnn(-c2ccc(F)cc2)c1-c1ccncc1'],0.0,0.0,"['NC(N)=O', 'O=C(O)c1cnn(-c2ccc(F)cc2)c1-c1ccncc1']","['COC(=O)c1cnn(-c2ccc(F)cc2)c1-c1ccncc1', 'N']"
6482,CC(C(=O)O)c1ccc(C[C@@H]2CCCC[C@@H]2O)cc1,CC(C(=O)O)c1ccc(CC2CCCCC2=O)cc1,7,['CCOC(=O)C(C)(C(=O)OCC)c1ccc(C[C@@H]2CCCC[C@@H]2O)cc1'],[],['CC(C(=O)O)c1ccc(C[C@@H]2CCCC[C@@H]2O)cc1'],0.0,0.0,['CCOC(=O)C(C)(C(=O)OCC)c1ccc(C[C@@H]2CCCC[C@@H]2O)cc1'],['CC(C(=O)O)c1ccc(CC2CCCCC2=O)cc1']
6489,CCCc1cc2cc(OC)c(F)cc2c(O)c1-c1ccccc1,CCCc1cc2cc(OC)c(F)cc2c(OCOC)c1-c1ccccc1,6,"['CCCc1cc2cc(O)c(F)cc2c(O)c1-c1ccccc1', 'COCl']",[],['CCCc1cc2cc(OC)c(F)cc2c(O)c1-c1ccccc1'],0.0,0.0,"['CCCc1cc2cc(O)c(F)cc2c(O)c1-c1ccccc1', 'COCl']",['CCCc1cc2cc(OC)c(F)cc2c(OCOC)c1-c1ccccc1']
6562,CCN(Cc1cccc(C)n1)C(=O)CN(c1ccc2cn[nH]c2c1)S(=O)(=O)c1ccc(C(C)(C)C)cc1,CC(C)(C)c1ccc(S(=O)(=O)N(CC(=O)O)c2ccc3cn[nH]c3c2)cc1.CCNCc1cccc(C)n1,2,['CCN(Cc1cccc(C)n1)C(=O)CN(c1ccc2cnn(C(=O)OC(C)(C)C)c2c1)S(=O)(=O)c1ccc(C(C)(C)C)cc1'],[],['CCN(Cc1cccc(C)n1)C(=O)CN(c1ccc2cn[nH]c2c1)S(=O)(=O)c1ccc(C(C)(C)C)cc1'],0.0,0.0,['CCN(Cc1cccc(C)n1)C(=O)CN(c1ccc2cnn(C(=O)OC(C)(C)C)c2c1)S(=O)(=O)c1ccc(C(C)(C)C)cc1'],"['CC(C)(C)c1ccc(S(=O)(=O)N(CC(=O)O)c2ccc3cn[nH]c3c2)cc1', 'CCNCc1cccc(C)n1']"
6568,OCc1ccc(-c2noc(-c3cc(-c4ccccc4)c(C(F)(F)F)s3)n2)cc1,COC(=O)c1ccc(-c2noc(-c3cc(-c4ccccc4)c(C(F)(F)F)s3)n2)cc1,7,"['OCc1ccc(Br)cc1', 'c1ccc(-c2cc(-c3noc(-c4ccc(Br)cc4)n3)sc2C(F)(F)F)cc1']",[],['OCc1ccc(-c2noc(-c3cc(-c4ccccc4)c(C(F)(F)F)s3)n2)cc1'],0.0,0.0,"['OCc1ccc(Br)cc1', 'FC(F)(F)c1sc(-c2noc(-c3ccc(Br)cc3)n2)cc1-c1ccccc1']",['COC(=O)c1ccc(-c2noc(-c3cc(-c4ccccc4)c(C(F)(F)F)s3)n2)cc1']
