target_smiles_canonical,product_smiles_canonical,reactant_smiles_canonical,stability_score,stability_assessment,stability_issues,hallucination_score,hallucination_severity
CC(=O)NC[C@H]1CC[C@@H](C(=O)Nc2cccc(OC(F)(F)F)c2)N1,O=C(O)[C@@H]1CC[C@H](C(=O)Cl)N1,O=C(O)[C@@H]1CC[C@H](C(=O)O)N1,95,Likely stable,,90,low
CC(=O)NC[C@H]1CC[C@@H](C(=O)Nc2cccc(OC(F)(F)F)c2)N1,Nc1cccc(OC(F)(F)F)c1,O=[N+]([O-])c1cccc(OC(F)(F)F)c1,100,Likely stable,,90,low
COC(=O)c1ccc2c(c1)C=CC(=C(Cl)Cl)CO2,COC(=O)c1ccc2c(c1)C=CC(=C(Cl)Cl)CO2,COC(=O)c1ccc2c(c1)C=CC(=O)CO2,75,Moderately stable,Large (7-membered) heterocycle with O (potentially unstable),80,low
COC(=O)c1ccc2c(c1)C=CC(=C(Cl)Cl)CO2,COC(=O)c1ccc2c(c1)C=CC(=O)CO2,COC(=O)c1ccc(O)c(C=CC(=O)CO)c1,100,Likely stable,,70,medium
COC(=O)c1ccc2c(c1)C=CC(=C(Cl)Cl)CO2,COC(=O)c1ccc(O)c(C=CC(=O)CO)c1,CC(=O)CO,100,Likely stable,,95,low
COC(=O)c1ccc2c(c1)C=CC(=C(Cl)Cl)CO2,COC(=O)c1ccc(O)c(C=CC(=O)CO)c1,COC(=O)c1ccc(O)c(C=O)c1,100,Likely stable,,95,low
Cc1ccc(C(C)(C)C)cc1S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Cc1ccc(C(C)(C)C)cc1S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Cc1ccc(C(C)(C)C)cc1F,100,Likely stable,,95,low
Cc1ccc(C(C)(C)C)cc1S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Cc1ccc(C(C)(C)C)cc1S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1O,95,Likely stable,,95,low
Cc1ccc(C(C)(C)C)cc1S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Cc1ccc(C(C)(C)C)cc1F,CC(C)(C)Cl,100,Likely stable,,95,low
Cc1ccc(C(C)(C)C)cc1S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Cc1ccc(C(C)(C)C)cc1F,Cc1ccccc1F,100,Likely stable,,95,low
COC(=O)[C@@H]1CCCC2(CCCCC2)[C@H]1O,COC(=O)[C@@H]1CCCC2(CCCCC2)[C@H]1O,O=C(O)[C@@H]1CCCC2(CCCCC2)[C@H]1O,100,Likely stable,,95,low
COC(=O)[C@@H]1CCCC2(CCCCC2)[C@H]1O,COC(=O)[C@@H]1CCCC2(CCCCC2)[C@H]1O,CO,100,Likely stable,,95,low
COC(=O)[C@@H]1CCCC2(CCCCC2)[C@H]1O,O=C(O)[C@@H]1CCCC2(CCCCC2)[C@H]1O,O=C[C@@H]1CCCC2(CCCCC2)[C@H]1O,100,Likely stable,,90,low
COC(=O)[C@@H]1CCCC2(CCCCC2)[C@H]1O,O=C[C@@H]1CCCC2(CCCCC2)[C@H]1O,OC[C@@H]1CCCC2(CCCCC2)[C@H]1O,100,Likely stable,,100,low
COC(=O)[C@@H]1CCCC2(CCCCC2)[C@H]1O,OC[C@@H]1CCCC2(CCCCC2)[C@H]1O,C=C[C@@H]1CCCC2(CCCCC2)C1,100,Likely stable,,85,low
COC(=O)[C@@H]1CCCC2(CCCCC2)[C@H]1O,C=C[C@@H]1CCCC2(CCCCC2)C1,C=CC1CCCCC1,100,Likely stable,,40,medium
COC(=O)[C@@H]1CCCC2(CCCCC2)[C@H]1O,C=C[C@@H]1CCCC2(CCCCC2)C1,BrCCCCCBr,100,Likely stable,,40,medium
CC(C)S(=O)(=O)N[C@H]1CCOC[C@H]1c1ccc(I)cc1,CC(C)S(=O)(=O)N[C@H]1CCOC[C@H]1c1ccc(I)cc1,N[C@H]1CCOC[C@H]1c1ccc(I)cc1,100,Likely stable,,95,low
CC(C)S(=O)(=O)N[C@H]1CCOC[C@H]1c1ccc(I)cc1,CC(C)S(=O)(=O)N[C@H]1CCOC[C@H]1c1ccc(I)cc1,CC(C)S(=O)(=O)Cl,100,Likely stable,,95,low
CC(C)S(=O)(=O)N[C@H]1CCOC[C@H]1c1ccc(I)cc1,N[C@H]1CCOC[C@H]1c1ccc(I)cc1,O=C1CCOC[C@H]1c1ccc(I)cc1,100,Likely stable,,95,low
CC(C)S(=O)(=O)N[C@H]1CCOC[C@H]1c1ccc(I)cc1,N[C@H]1CCOC[C@H]1c1ccc(I)cc1,N,100,Likely stable,,95,low
CC(C)S(=O)(=O)N[C@H]1CCOC[C@H]1c1ccc(I)cc1,O=C1CCOC[C@H]1c1ccc(I)cc1,O=C(O)CCC[C@H](O)c1ccc(I)cc1,100,Likely stable,,45,medium
CC(C)S(=O)(=O)N[C@H]1CCOC[C@H]1c1ccc(I)cc1,O=C(O)CCC[C@H](O)c1ccc(I)cc1,O=C(O)CCCC(=O)c1ccc(I)cc1,100,Likely stable,,100,low
CC(C)S(=O)(=O)N[C@H]1CCOC[C@H]1c1ccc(I)cc1,O=C(O)CCCC(=O)c1ccc(I)cc1,O=C(O)CCCC(=O)O,100,Likely stable,,35,high
CC(C)S(=O)(=O)N[C@H]1CCOC[C@H]1c1ccc(I)cc1,O=C(O)CCCC(=O)c1ccc(I)cc1,Ic1ccccc1,100,Likely stable,,35,high
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4)oc23)[C@@H]1CO,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4)oc23)[C@@H]1CO,O=c1cc(-c2ccc(C(F)(F)F)cc2)oc2c(Br)c(O)cc(O)c12,100,Likely stable,,30,high
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4)oc23)[C@@H]1CO,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4)oc23)[C@@H]1CO,CN1CC[C@@H](B(O)O)[C@@H]1CO,95,Likely stable,,30,high
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4)oc23)[C@@H]1CO,O=c1cc(-c2ccc(C(F)(F)F)cc2)oc2c(Br)c(O)cc(O)c12,O=C1CCC(=O)N1Br,95,Likely stable,,55,medium
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4)oc23)[C@@H]1CO,O=c1cc(-c2ccc(C(F)(F)F)cc2)oc2c(Br)c(O)cc(O)c12,O=c1cc(-c2ccc(C(F)(F)F)cc2)oc2cc(O)cc(O)c12,100,Likely stable,,55,medium
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4)oc23)[C@@H]1CO,O=c1cc(-c2ccc(C(F)(F)F)cc2)oc2cc(O)cc(O)c12,CC(=O)c1c(O)cc(O)cc1O,100,Likely stable,,5,critical
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4)oc23)[C@@H]1CO,O=c1cc(-c2ccc(C(F)(F)F)cc2)oc2cc(O)cc(O)c12,O=C(Cl)c1ccc(C(F)(F)F)cc1,100,Likely stable,,5,critical
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4)oc23)[C@@H]1CO,CN1CC[C@@H](B(O)O)[C@@H]1CO,CN1CC[C@@H](Br)[C@@H]1CO,95,Likely stable,,80,low
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4)oc23)[C@@H]1CO,CN1CC[C@@H](Br)[C@@H]1CO,CN1CC[C@@H](Br)[C@@H]1C=O,95,Likely stable,,100,low
CC#CCn1c(Br)nc(C=O)c1C(=O)OC,CC#CCn1c(Br)nc(C=O)c1C(=O)OC,CC#CCBr,65,Moderately stable,Contains carbene (highly reactive intermediate),95,low
CC#CCn1c(Br)nc(C=O)c1C(=O)OC,CC#CCn1c(Br)nc(C=O)c1C(=O)OC,COC(=O)c1[nH]c(Br)nc1C=O,100,Likely stable,,95,low
CC#CCn1c(Br)nc(C=O)c1C(=O)OC,COC(=O)c1[nH]c(Br)nc1C=O,COC(=O)c1[nH]cnc1C=O,100,Likely stable,,30,high
CC#CCn1c(Br)nc(C=O)c1C(=O)OC,COC(=O)c1[nH]c(Br)nc1C=O,O=C1CCC(=O)N1Br,95,Likely stable,,30,high
Cc1ccn2cc(CO)n(-c3ccccc3)c(=O)c12,Cc1ccn2cc(CO)n(-c3ccccc3)c(=O)c12,Cc1ccn2cc(C=O)n(-c3ccccc3)c(=O)c12,100,Likely stable,,100,low
CC(C)(CO)n1c(CO)nc2cnc(Br)cc21,CC(C)(CO)n1c(CO)nc2cnc(Br)cc21,O=C(O)CO,100,Likely stable,,25,high
CC(C)(CO)n1c(CO)nc2cnc(Br)cc21,CC(C)(CO)n1c(CO)nc2cnc(Br)cc21,CC(C)(CO)Nc1cc(Br)ncc1N,100,Likely stable,,25,high
CC(C)(CO)n1c(CO)nc2cnc(Br)cc21,CC(C)(CO)Nc1cc(Br)ncc1N,CC(C)(CO)Nc1cc(Br)ncc1N=C(c1ccccc1)c1ccccc1,100,Likely stable,,0,critical
CC(C)(CO)n1c(CO)nc2cnc(Br)cc21,CC(C)(CO)Nc1cc(Br)ncc1N=C(c1ccccc1)c1ccccc1,N=C(c1ccccc1)c1ccccc1,100,Likely stable,,95,low
CC(C)(CO)n1c(CO)nc2cnc(Br)cc21,CC(C)(CO)Nc1cc(Br)ncc1N=C(c1ccccc1)c1ccccc1,CC(C)(CO)Nc1cc(Br)ncc1Br,100,Likely stable,,95,low
CC(C)(CO)n1c(CO)nc2cnc(Br)cc21,CC(C)(CO)Nc1cc(Br)ncc1Br,CC(C)(N)CO,100,Likely stable,,35,high
CC(C)(CO)n1c(CO)nc2cnc(Br)cc21,CC(C)(CO)Nc1cc(Br)ncc1Br,Brc1cc(Br)c(Br)cn1,100,Likely stable,,35,high
CC(C)(CO)n1c(CO)nc2cnc(Br)cc21,Brc1cc(Br)c(Br)cn1,O=C1CCC(=O)N1Br,95,Likely stable,,55,medium
CC(C)(CO)n1c(CO)nc2cnc(Br)cc21,Brc1cc(Br)c(Br)cn1,Brc1ccnc(Br)c1,100,Likely stable,,55,medium
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=O,100,Likely stable,,95,low
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=O,CC(C)(C)OC(=O)[C@]12C=CC[C@H]1C(=O)NC2,,,,95,low
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=O,C[C@H](Br)c1ccccc1,100,Likely stable,,95,low
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,CC(C)(C)OC(=O)[C@]12C=CC[C@H]1C(=O)NC2,CC(C)(C)OC(=O)[C@]1(CN)C=CC[C@H]1C(=O)O,,,,45,medium
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,CC(C)(C)OC(=O)[C@]1(CN)C=CC[C@H]1C(=O)O,CC(C)(C)OC(=O)[C]1C=CC[C@H]1C(=O)O,,,,85,low
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,CC(C)(C)OC(=O)[C]1C=CC[C@H]1C(=O)O,C=CC[C@@H]([C](C=C)C(=O)OC(C)(C)C)C(=O)O,,,,65,medium
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,C=CC[C@@H]([C](C=C)C(=O)OC(C)(C)C)C(=O)O,C=CC[C@H](C(=O)O)[C@](C=C)(C(=O)O)C(=O)OC(C)(C)C,,,,90,low
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,C=CC[C@H](C(=O)O)[C@](C=C)(C(=O)O)C(=O)OC(C)(C)C,C=CC[C@H](C(=O)O)C(C(=O)O)(C(=O)O)C(=O)OC(C)(C)C,,,,90,low
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,C=CC[C@H](C(=O)O)C(C(=O)O)(C(=O)O)C(=O)OC(C)(C)C,C=CC[C@H](C(=O)O)C(C(=O)O)(C(=O)O)C(=O)O,,,,95,low
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,C=CC[C@H](C(=O)O)C(C(=O)O)(C(=O)O)C(=O)OC(C)(C)C,CC(C)(C)O,100,Likely stable,,95,low
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,C=CC[C@H](C(=O)O)C(C(=O)O)(C(=O)O)C(=O)O,C=CCC(C(=O)O)C(=O)O,100,Likely stable,,95,low
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,C=CC[C@H](C(=O)O)C(C(=O)O)(C(=O)O)C(=O)O,O=C(O)C(=O)C(=O)O,100,Likely stable,,95,low
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,C=CCC(C(=O)O)C(=O)O,C=CCC(C(=O)OCC)C(=O)OCC,100,Likely stable,,80,low
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,C[C@H](Br)c1ccccc1,C[C@H](Br)c1ccccc1N,100,Likely stable,,35,high
C[C@H](c1ccccc1)N1C[C@]2(C(=O)OC(C)(C)C)C=CC[C@@H]2C1=S,C[C@H](Br)c1ccccc1N,C[C@H](Br)c1ccccc1[N+](=O)[O-],100,Likely stable,,90,low
CCOC(=O)c1nc(N2CC[C@H](NC(=O)c3nc(C(F)(F)F)c(CC)[nH]3)[C@H](OC)C2)sc1C,CCOC(=O)c1nc(N2CC[C@H](NC(=O)c3nc(C(F)(F)F)c(CC)[nH]3)[C@H](OC)C2)sc1C,CCOC(=O)c1nc(N2CC[C@H](N)[C@H](OC)C2)sc1C,100,Likely stable,,95,low
CCOC(=O)c1nc(N2CC[C@H](NC(=O)c3nc(C(F)(F)F)c(CC)[nH]3)[C@H](OC)C2)sc1C,CCOC(=O)c1nc(N2CC[C@H](NC(=O)c3nc(C(F)(F)F)c(CC)[nH]3)[C@H](OC)C2)sc1C,CCc1[nH]c(C(=O)O)nc1C(F)(F)F,,,,95,low
CCOC(=O)c1nc(N2CC[C@H](NC(=O)c3nc(C(F)(F)F)c(CC)[nH]3)[C@H](OC)C2)sc1C,CCOC(=O)c1nc(N2CC[C@H](N)[C@H](OC)C2)sc1C,CO[C@@H]1CNCC[C@@H]1N,95,Likely stable,,95,low
CCOC(=O)c1nc(N2CC[C@H](NC(=O)c3nc(C(F)(F)F)c(CC)[nH]3)[C@H](OC)C2)sc1C,CCOC(=O)c1nc(N2CC[C@H](N)[C@H](OC)C2)sc1C,CCOC(=O)c1nc(Cl)sc1C,100,Likely stable,,95,low
CCOC(=O)c1nc(N2CC[C@H](NC(=O)c3nc(C(F)(F)F)c(CC)[nH]3)[C@H](OC)C2)sc1C,CCc1[nH]c(C(=O)O)nc1C(F)(F)F,CCc1cnc(C(F)(F)F)[nH]1,100,Likely stable,,95,low
CCOC(=O)c1nc(N2CC[C@H](NC(=O)c3nc(C(F)(F)F)c(CC)[nH]3)[C@H](OC)C2)sc1C,CCc1[nH]c(C(=O)O)nc1C(F)(F)F,O=C=O,65,Moderately stable,Contains carbene (highly reactive intermediate),95,low
CCOC(=O)c1nc(N2CC[C@H](NC(=O)c3nc(C(F)(F)F)c(CC)[nH]3)[C@H](OC)C2)sc1C,CCc1cnc(C(F)(F)F)[nH]1,CC(=O)c1cnc(C(F)(F)F)[nH]1,100,Likely stable,,95,low
CCOC(=O)c1nc(N2CC[C@H](NC(=O)c3nc(C(F)(F)F)c(CC)[nH]3)[C@H](OC)C2)sc1C,CC(=O)c1cnc(C(F)(F)F)[nH]1,CC(=O)Cl,100,Likely stable,,95,low
CCOC(=O)c1nc(N2CC[C@H](NC(=O)c3nc(C(F)(F)F)c(CC)[nH]3)[C@H](OC)C2)sc1C,CC(=O)c1cnc(C(F)(F)F)[nH]1,FC(F)(F)c1ncc[nH]1,100,Likely stable,,95,low
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,COC[C@H](C)CO,100,Likely stable,,95,low
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(CBr)cc2)c1Br,,,,95,low
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,COC[C@H](C)CO,COC[C@H](C)C(=O)O,100,Likely stable,,95,low
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(CBr)cc2)c1Br,NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(CBr)cc2)c1Br,,,,95,low
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(CBr)cc2)c1Br,CC(=O)Cl,100,Likely stable,,95,low
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(CBr)cc2)c1Br,NCCc1ccccc1-c1onc(CCNCCC(=O)c2ccc(CBr)cc2)c1Br,,,,45,medium
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,NCCc1ccccc1-c1onc(CCNCCC(=O)c2ccc(CBr)cc2)c1Br,O=CCC(=O)c1ccc(CBr)cc1,100,Likely stable,,95,low
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,NCCc1ccccc1-c1onc(CCNCCC(=O)c2ccc(CBr)cc2)c1Br,NCCc1ccccc1-c1onc(CCN)c1Br,,,,95,low
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,O=CCC(=O)c1ccc(CBr)cc1,Cc1ccc(C(=O)CC=O)cc1,100,Likely stable,,55,medium
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,O=CCC(=O)c1ccc(CBr)cc1,O=C1CCC(=O)N1Br,95,Likely stable,,55,medium
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,Cc1ccc(C(=O)CC=O)cc1,CCOC=O,100,Likely stable,,90,low
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,Cc1ccc(C(=O)CC=O)cc1,CC(=O)c1ccc(C)cc1,100,Likely stable,,90,low
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,NCCc1ccccc1-c1onc(CCN)c1Br,BrCCc1ccccc1-c1onc(CCBr)c1Br,,,,90,low
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,BrCCc1ccccc1-c1onc(CCBr)c1Br,CCc1ccccc1-c1onc(CC)c1Br,100,Likely stable,,80,low
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,CCc1ccccc1-c1onc(CC)c1Br,C=Cc1noc(-c2ccccc2CC)c1Br,100,Likely stable,,100,low
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,C=Cc1noc(-c2ccccc2CC)c1Br,C=CB1OC(C)(C)C(C)(C)O1,95,Likely stable,,20,high
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,C=Cc1noc(-c2ccccc2CC)c1Br,CCc1ccccc1-c1onc(Cl)c1Br,100,Likely stable,,20,high
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,CCc1ccccc1-c1onc(Cl)c1Br,O=C1CCC(=O)N1Br,95,Likely stable,,30,high
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,CCc1ccccc1-c1onc(Cl)c1Br,CCc1ccccc1-c1cc(Cl)no1,100,Likely stable,,30,high
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,CCc1ccccc1-c1cc(Cl)no1,O=[N+]([O-])CCl,100,Likely stable,,25,high
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,CCc1ccccc1-c1cc(Cl)no1,C#Cc1ccccc1CC,70,Moderately stable,Contains carbene (highly reactive intermediate),25,high
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,COCCCc1cc(C=O)cc(OCCCC#N)c1,70,Moderately stable,Contains carbene (highly reactive intermediate),90,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,NC1CC1,100,Likely stable,,90,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCN(C(=O)OC(C)(C)C)C[C@@H]3C(=O)O)cc2)c(Cl)c1,,,,90,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,COCCCc1cc(C=O)cc(OCCCC#N)c1,C=CCOC,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,COCCCc1cc(C=O)cc(OCCCC#N)c1,N#CCCCOc1cc(Br)cc(C=O)c1,70,Moderately stable,Contains carbene (highly reactive intermediate),95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,N#CCCCOc1cc(Br)cc(C=O)c1,N#CCCCBr,65,Moderately stable,Contains carbene (highly reactive intermediate),95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,N#CCCCOc1cc(Br)cc(C=O)c1,O=Cc1cc(O)cc(Br)c1,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCN(C(=O)OC(C)(C)C)C[C@@H]3C(=O)O)cc2)c(Cl)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCNC[C@@H]3C(=O)O)cc2)c(Cl)c1,,,,75,medium
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCN(C(=O)OC(C)(C)C)C[C@@H]3C(=O)O)cc2)c(Cl)c1,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,100,Likely stable,,75,medium
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCNC[C@@H]3C(=O)O)cc2)c(Cl)c1,O=C(O)[C@H]1CNCC[C@@H]1c1ccc(O)cc1,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC#N)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCNC[C@@H]3C(=O)O)cc2)c(Cl)c1,Cc1cc(Cl)c(OCCCl)c(Cl)c1,100,Likely stable,,95,low
